Date,Username,Rating,Review Text,Cleaned Review Text,Normalized Review Text,tokenize,Stopword Removal,Stemming Data
11/1/2025 14:22,seo ji hye,5,sebagai pemula saya sangat merekomendasikan ajaib untuk investasi saham. Sangat rekomended,sebagai pemula saya sangat merekomendasikan ajaib untuk investasi saham sangat rekomended,sebagai pemula saya sangat merekomendasikan ajaib untuk investasi saham sangat rekomended,"['sebagai', 'pemula', 'saya', 'sangat', 'merekomendasikan', 'ajaib', 'untuk', 'investasi', 'saham', 'sangat', 'rekomended']","['pemula', 'merekomendasikan', 'ajaib', 'investasi', 'saham', 'rekomended']",mula rekomendasi ajaib investasi saham rekomended
11/1/2025 14:09,amel,5,"Tidak hanya saham Indonesia, Ajaib menawarkan reksa dana, obligasi, hingga saham AS. Membantu diversifikasi portofolio investasi saham",tidak hanya saham indonesia ajaib menawarkan reksa dana obligasi hingga saham as membantu diversifikasi portofolio investasi saham,tidak hanya saham indonesia ajaib menawarkan reksa dana obligasi hingga saham as membantu diversifikasi portofolio investasi saham,"['tidak', 'hanya', 'saham', 'indonesia', 'ajaib', 'menawarkan', 'reksa', 'dana', 'obligasi', 'hingga', 'saham', 'as', 'membantu', 'diversifikasi', 'portofolio', 'investasi', 'saham']","['saham', 'indonesia', 'ajaib', 'menawarkan', 'reksa', 'dana', 'obligasi', 'saham', 'as', 'membantu', 'diversifikasi', 'portofolio', 'investasi', 'saham']",saham indonesia ajaib tawar reksa dana obligasi saham as bantu diversifikasi portofolio investasi saham
11/1/2025 13:05,Bang Hendy,5,sejauh ini nyaman pakai ini.,sejauh ini nyaman pakai ini,sejauh ini nyaman pakai ini,"['sejauh', 'ini', 'nyaman', 'pakai', 'ini']","['nyaman', 'pakai']",nyaman pakai
11/1/2025 12:54,Boim Boim,1,kurang kumplit bagi pemula,kurang kumplit bagi pemula,kurang kumplit bagi pemula,"['kurang', 'kumplit', 'bagi', 'pemula']","['kumplit', 'pemula']",kumplit mula
11/1/2025 12:46,PallxModsz,5,Aplikasi ini cocok buat saya juga golongan pemula yang ingin investasi saham bagi anda coba juga,aplikasi ini cocok buat saya juga golongan pemula yang ingin investasi saham bagi anda coba juga,aplikasi ini cocok buat saya juga golongan pemula yang ingin investasi saham bagi anda coba juga,"['aplikasi', 'ini', 'cocok', 'buat', 'saya', 'juga', 'golongan', 'pemula', 'yang', 'ingin', 'investasi', 'saham', 'bagi', 'anda', 'coba', 'juga']","['aplikasi', 'cocok', 'golongan', 'pemula', 'investasi', 'saham', 'coba']",aplikasi cocok golong mula investasi saham coba
11/1/2025 11:20,Suganda Aja,5,Aplikasi investasi terpercaya banget karena sangat mudah di akses dan di pahami,aplikasi investasi terpercaya banget karena sangat mudah di akses dan di pahami,aplikasi investasi terpercaya banget karena sangat mudah di akses dan di pahami,"['aplikasi', 'investasi', 'terpercaya', 'banget', 'karena', 'sangat', 'mudah', 'di', 'akses', 'dan', 'di', 'pahami']","['aplikasi', 'investasi', 'terpercaya', 'banget', 'mudah', 'akses', 'pahami']",aplikasi investasi percaya banget mudah akses paham
11/1/2025 10:19,aulialemananita,5,"Sejak kenal Ajaib, saya jadi rutin investasi tiap bulan, fiturnya lengkap, edukatif, dan bantu saya kelola keuangan dengan lebih cerdas.",sejak kenal ajaib saya jadi rutin investasi tiap bulan fiturnya lengkap edukatif dan bantu saya kelola keuangan dengan lebih cerdas,sejak kenal ajaib saya jadi rutin investasi tiap bulan fiturnya lengkap edukatif dan bantu saya kelola keuangan dengan lebih cerdas,"['sejak', 'kenal', 'ajaib', 'saya', 'jadi', 'rutin', 'investasi', 'tiap', 'bulan', 'fiturnya', 'lengkap', 'edukatif', 'dan', 'bantu', 'saya', 'kelola', 'keuangan', 'dengan', 'lebih', 'cerdas']","['kenal', 'ajaib', 'rutin', 'investasi', 'fiturnya', 'lengkap', 'edukatif', 'bantu', 'kelola', 'keuangan', 'cerdas']",kenal ajaib rutin investasi fiturnya lengkap edukatif bantu kelola uang cerdas
11/1/2025 10:17,reni 123,5,Cocok untuk kalian yang sedang mencari aplikasi saham terpercaya,cocok untuk kalian yang sedang mencari aplikasi saham terpercaya,cocok untuk kalian yang sedang mencari aplikasi saham terpercaya,"['cocok', 'untuk', 'kalian', 'yang', 'sedang', 'mencari', 'aplikasi', 'saham', 'terpercaya']","['cocok', 'mencari', 'aplikasi', 'saham', 'terpercaya']",cocok cari aplikasi saham percaya
11/1/2025 10:03,Rendy Syahbana,5,Cocok banget buat kalian yang sedang mencari aplikasi investasi yang terpercaya,cocok banget buat kalian yang sedang mencari aplikasi investasi yang terpercaya,cocok banget buat kalian yang sedang mencari aplikasi investasi yang terpercaya,"['cocok', 'banget', 'buat', 'kalian', 'yang', 'sedang', 'mencari', 'aplikasi', 'investasi', 'yang', 'terpercaya']","['cocok', 'banget', 'mencari', 'aplikasi', 'investasi', 'terpercaya']",cocok banget cari aplikasi investasi percaya
11/1/2025 9:32,Le Ajah,5,"Untuk aku si pemula, sejauh ini aplikasi Ajaib sih yg paling gampang untuk pembelian saham ataupun crypto, Mau deposit rekening juga mudah bisa pake metode apapun, mau rekening ataupun e-wallet semua bisa. The best lah pokoknya",untuk aku si pemula sejauh ini aplikasi ajaib sih yg paling gampang untuk pembelian saham ataupun crypto mau deposit rekening juga mudah bisa pake metode apapun mau rekening ataupun ewallet semua bisa the best lah pokoknya,untuk aku sih pemula sejauh ini aplikasi ajaib sih yang paling gampang untuk pembelian saham ataupun crypto mau deposit rekening juga mudah bisa pakai metode apapun mau rekening ataupun ewallet semua bisa the best lah pokoknya,"['untuk', 'aku', 'sih', 'pemula', 'sejauh', 'ini', 'aplikasi', 'ajaib', 'sih', 'yang', 'paling', 'gampang', 'untuk', 'pembelian', 'saham', 'ataupun', 'crypto', 'mau', 'deposit', 'rekening', 'juga', 'mudah', 'bisa', 'pakai', 'metode', 'apapun', 'mau', 'rekening', 'ataupun', 'ewallet', 'semua', 'bisa', 'the', 'best', 'lah', 'pokoknya']","['sih', 'pemula', 'aplikasi', 'ajaib', 'sih', 'gampang', 'pembelian', 'saham', 'crypto', 'deposit', 'rekening', 'mudah', 'pakai', 'metode', 'apapun', 'rekening', 'ewallet', 'the', 'best', 'pokoknya']",sih mula aplikasi ajaib sih gampang beli saham crypto deposit rekening mudah pakai metode apa rekening ewallet the best pokok
11/1/2025 9:04,Miowcuy,5,"buat pemula kaya akuu sih buat investasi cocok bangett banyak fitur-fitur yang suport buat pemula kaya aku, disini juga bisa tabung reksadana aman bangtt",buat pemula kaya akuu sih buat investasi cocok bangett banyak fiturfitur yang suport buat pemula kaya aku disini juga bisa tabung reksadana aman bangtt,buat pemula kayak aku sih buat investasi cocok banget banyak fiturfitur yang suport buat pemula kayak aku disini juga bisa tabung reksadana aman bangtt,"['buat', 'pemula', 'kayak', 'aku', 'sih', 'buat', 'investasi', 'cocok', 'banget', 'banyak', 'fiturfitur', 'yang', 'suport', 'buat', 'pemula', 'kayak', 'aku', 'disini', 'juga', 'bisa', 'tabung', 'reksadana', 'aman', 'bangtt']","['pemula', 'kayak', 'sih', 'investasi', 'cocok', 'banget', 'fiturfitur', 'suport', 'pemula', 'kayak', 'tabung', 'reksadana', 'aman', 'bangtt']",mula kayak sih investasi cocok banget fiturfitur suport mula kayak tabung reksadana aman bangtt
11/1/2025 7:32,agus suprapto,5,pembelian reksadana sangat tidak menarik karena membutuhkan proses sampai 3 hari.. apalagi buat kita yang ingin membeli secara berkala contoh pembelian setiap hari(menabung) hrs menunggu proses 3 hari kembali... parah,pembelian reksadana sangat tidak menarik karena membutuhkan proses sampai  hari apalagi buat kita yang ingin membeli secara berkala contoh pembelian setiap harimenabung hrs menunggu proses  hari kembali parah,pembelian reksadana sangat tidak menarik karena membutuhkan proses sampai hari apalagi buat kita yang ingin membeli secara berkala contoh pembelian setiap harimenabung harus menunggu proses hari kembali parah,"['pembelian', 'reksadana', 'sangat', 'tidak', 'menarik', 'karena', 'membutuhkan', 'proses', 'sampai', 'hari', 'apalagi', 'buat', 'kita', 'yang', 'ingin', 'membeli', 'secara', 'berkala', 'contoh', 'pembelian', 'setiap', 'harimenabung', 'harus', 'menunggu', 'proses', 'hari', 'kembali', 'parah']","['pembelian', 'reksadana', 'menarik', 'membutuhkan', 'proses', 'membeli', 'berkala', 'contoh', 'pembelian', 'harimenabung', 'menunggu', 'proses', 'parah']",beli reksadana tarik butuh proses beli kala contoh beli harimenabung tunggu proses parah
11/1/2025 7:28,Dadi Supriyadi (dadi supriyadi emfayer),3,mudah di buat biesnies,mudah di buat biesnies,mudah di buat biesnies,"['mudah', 'di', 'buat', 'biesnies']","['mudah', 'biesnies']",mudah biesnies
11/1/2025 7:16,Adiwilaga Biantara,5,"suka banget sama aplikasi ini dengan fitur yang lengkap, edukasi untuk pemula sangat jelas jd sangat friedly untuk user pertama kali ditambah sama sekali ga bikin ribet",suka banget sama aplikasi ini dengan fitur yang lengkap edukasi untuk pemula sangat jelas jd sangat friedly untuk user pertama kali ditambah sama sekali ga bikin ribet,suka banget sama aplikasi ini dengan fitur yang lengkap edukasi untuk pemula sangat jelas jadi sangat friedly untuk user pertama kali ditambah sama sekali tidak bikin ribet,"['suka', 'banget', 'sama', 'aplikasi', 'ini', 'dengan', 'fitur', 'yang', 'lengkap', 'edukasi', 'untuk', 'pemula', 'sangat', 'jelas', 'jadi', 'sangat', 'friedly', 'untuk', 'user', 'pertama', 'kali', 'ditambah', 'sama', 'sekali', 'tidak', 'bikin', 'ribet']","['suka', 'banget', 'aplikasi', 'fitur', 'lengkap', 'edukasi', 'pemula', 'friedly', 'user', 'kali', 'ditambah', 'bikin', 'ribet']",suka banget aplikasi fitur lengkap edukasi mula friedly user kali tambah bikin ribet
11/1/2025 6:06,Revagischa fernanda,5,rekomend bgt buat beli saham sma crypto disinii asli membantu bgt,rekomend bgt buat beli saham sma crypto disinii asli membantu bgt,rekomend banget buat beli saham sama crypto disinii asli membantu banget,"['rekomend', 'banget', 'buat', 'beli', 'saham', 'sama', 'crypto', 'disinii', 'asli', 'membantu', 'banget']","['rekomend', 'banget', 'beli', 'saham', 'crypto', 'disinii', 'asli', 'membantu', 'banget']",rekomend banget beli saham crypto sini asli bantu banget
11/1/2025 5:50,Bayu Pradata,5,"ajaib saham Saya suka banget pakai Ajaib, karena semua jenis investasi bisa diatur di satu aplikasi dengan tampilan yang simpel dan informatif.",ajaib saham saya suka banget pakai ajaib karena semua jenis investasi bisa diatur di satu aplikasi dengan tampilan yang simpel dan informatif,ajaib saham saya suka banget pakai ajaib karena semua jenis investasi bisa diatur di satu aplikasi dengan tampilan yang simpel dan informatif,"['ajaib', 'saham', 'saya', 'suka', 'banget', 'pakai', 'ajaib', 'karena', 'semua', 'jenis', 'investasi', 'bisa', 'diatur', 'di', 'satu', 'aplikasi', 'dengan', 'tampilan', 'yang', 'simpel', 'dan', 'informatif']","['ajaib', 'saham', 'suka', 'banget', 'pakai', 'ajaib', 'jenis', 'investasi', 'diatur', 'aplikasi', 'tampilan', 'simpel', 'informatif']",ajaib saham suka banget pakai ajaib jenis investasi atur aplikasi tampil simpel informatif
11/1/2025 5:26,Mutawakkil billah Mutawakkil,5,Terima kasih,terima kasih,terima kasih,"['terima', 'kasih']","['terima', 'kasih']",terima kasih
11/1/2025 5:21,Munying,5,yang lagi belajar investasi ini rekomen aplikasi ajaib,yang lagi belajar investasi ini rekomen aplikasi ajaib,yang lagi belajar investasi ini rekomen aplikasi ajaib,"['yang', 'lagi', 'belajar', 'investasi', 'ini', 'rekomen', 'aplikasi', 'ajaib']","['belajar', 'investasi', 'rekomen', 'aplikasi', 'ajaib']",ajar investasi rekomen aplikasi ajaib
11/1/2025 5:18,TATA Manizzz,5,"Cocok buat investor pemula 👍 Baru pertama kali investasi dan langsung jatuh cinta sama Ajaib. Fiturnya jelas, tutorialnya lengkap, dan tampilannya gak bikin bingung. Deposit dan penarikan juga cepat banget. Pokoknya aplikasi wajib buat belajar investasi dari nol!",cocok buat investor pemula  baru pertama kali investasi dan langsung jatuh cinta sama ajaib fiturnya jelas tutorialnya lengkap dan tampilannya gak bikin bingung deposit dan penarikan juga cepat banget pokoknya aplikasi wajib buat belajar investasi dari nol,cocok buat investor pemula baru pertama kali investasi dan langsung jatuh cinta sama ajaib fiturnya jelas tutorialnya lengkap dan tampilannya tidak bikin bingung deposit dan penarikan juga cepat banget pokoknya aplikasi wajib buat belajar investasi dari nol,"['cocok', 'buat', 'investor', 'pemula', 'baru', 'pertama', 'kali', 'investasi', 'dan', 'langsung', 'jatuh', 'cinta', 'sama', 'ajaib', 'fiturnya', 'jelas', 'tutorialnya', 'lengkap', 'dan', 'tampilannya', 'tidak', 'bikin', 'bingung', 'deposit', 'dan', 'penarikan', 'juga', 'cepat', 'banget', 'pokoknya', 'aplikasi', 'wajib', 'buat', 'belajar', 'investasi', 'dari', 'nol']","['cocok', 'investor', 'pemula', 'kali', 'investasi', 'langsung', 'jatuh', 'cinta', 'ajaib', 'fiturnya', 'tutorialnya', 'lengkap', 'tampilannya', 'bikin', 'bingung', 'deposit', 'penarikan', 'cepat', 'banget', 'pokoknya', 'aplikasi', 'wajib', 'belajar', 'investasi', 'nol']",cocok investor mula kali investasi langsung jatuh cinta ajaib fiturnya tutorial lengkap tampil bikin bingung deposit tari cepat banget pokok aplikasi wajib ajar investasi nol
11/1/2025 5:10,Noel Barito,5,"Aku baru pertama menggunakan aplikasi ini ternyata sangat simple ,investasi disini sangat aman.",aku baru pertama menggunakan aplikasi ini ternyata sangat simple investasi disini sangat aman,aku baru pertama menggunakan aplikasi ini ternyata sangat simple investasi disini sangat aman,"['aku', 'baru', 'pertama', 'menggunakan', 'aplikasi', 'ini', 'ternyata', 'sangat', 'simple', 'investasi', 'disini', 'sangat', 'aman']","['aplikasi', 'simple', 'investasi', 'aman']",aplikasi simple investasi aman
11/1/2025 4:58,nadjwa Putri,5,"awalnya penasaran dengan aplikasi ini, dan saat kemudian saya Cuba untuk investasi online lwat aplikasi ini, ehh ternyata bikin candu lho , akhirnya sampai saat ini saya msih setia ber saham di aplikasi ini sampai sekarang. memudahkan kan segala nya .",awalnya penasaran dengan aplikasi ini dan saat kemudian saya cuba untuk investasi online lwat aplikasi ini ehh ternyata bikin candu lho  akhirnya sampai saat ini saya msih setia ber saham di aplikasi ini sampai sekarang memudahkan kan segala nya ,awalnya penasaran dengan aplikasi ini dan saat kemudian saya cuba untuk investasi online lwat aplikasi ini eh ternyata bikin candu lho akhirnya sampai saat ini saya masih setia ber saham di aplikasi ini sampai sekarang memudahkan kan segala ya,"['awalnya', 'penasaran', 'dengan', 'aplikasi', 'ini', 'dan', 'saat', 'kemudian', 'saya', 'cuba', 'untuk', 'investasi', 'online', 'lwat', 'aplikasi', 'ini', 'eh', 'ternyata', 'bikin', 'candu', 'lho', 'akhirnya', 'sampai', 'saat', 'ini', 'saya', 'masih', 'setia', 'ber', 'saham', 'di', 'aplikasi', 'ini', 'sampai', 'sekarang', 'memudahkan', 'kan', 'segala', 'ya']","['penasaran', 'aplikasi', 'cuba', 'investasi', 'online', 'lwat', 'aplikasi', 'eh', 'bikin', 'candu', 'lho', 'setia', 'ber', 'saham', 'aplikasi', 'memudahkan', 'ya']",penasaran aplikasi cuba investasi online lwat aplikasi eh bikin candu lho setia ber saham aplikasi mudah ya
11/1/2025 4:57,Seftiatun Azizah,5,aplikasi investasi saham dan investasi Reksadana yang sangat bagus untuk pemula,aplikasi investasi saham dan investasi reksadana yang sangat bagus untuk pemula,aplikasi investasi saham dan investasi reksadana yang sangat bagus untuk pemula,"['aplikasi', 'investasi', 'saham', 'dan', 'investasi', 'reksadana', 'yang', 'sangat', 'bagus', 'untuk', 'pemula']","['aplikasi', 'investasi', 'saham', 'investasi', 'reksadana', 'bagus', 'pemula']",aplikasi investasi saham investasi reksadana bagus mula
11/1/2025 4:55,Irul Adin,5,investasi terpercaya,investasi terpercaya,investasi terpercaya,"['investasi', 'terpercaya']","['investasi', 'terpercaya']",investasi percaya
11/1/2025 4:23,Alisya Putri Amila,5,tanam saham disini menguntungkan sekali..,tanam saham disini menguntungkan sekali,tanam saham disini menguntungkan sekali,"['tanam', 'saham', 'disini', 'menguntungkan', 'sekali']","['tanam', 'saham', 'menguntungkan']",tanam saham untung
11/1/2025 4:06,Parker Adams,5,"“Tampilan Ajaib Saham simpel banget, cocok untuk siapa saja yang ingin mulai investasi saham.”",tampilan ajaib saham simpel banget cocok untuk siapa saja yang ingin mulai investasi saham,tampilan ajaib saham simpel banget cocok untuk siapa saja yang ingin mulai investasi saham,"['tampilan', 'ajaib', 'saham', 'simpel', 'banget', 'cocok', 'untuk', 'siapa', 'saja', 'yang', 'ingin', 'mulai', 'investasi', 'saham']","['tampilan', 'ajaib', 'saham', 'simpel', 'banget', 'cocok', 'investasi', 'saham']",tampil ajaib saham simpel banget cocok investasi saham
11/1/2025 4:00,Amasu Pisan,5,"Investasi di Ajaib bikin saya lebih disiplin dan paham pasar, semua data saham, reksadana, sampai obligasi tersaji lengkap dan akurat.",investasi di ajaib bikin saya lebih disiplin dan paham pasar semua data saham reksadana sampai obligasi tersaji lengkap dan akurat,investasi di ajaib bikin saya lebih disiplin dan paham pasar semua data saham reksadana sampai obligasi tersaji lengkap dan akurat,"['investasi', 'di', 'ajaib', 'bikin', 'saya', 'lebih', 'disiplin', 'dan', 'paham', 'pasar', 'semua', 'data', 'saham', 'reksadana', 'sampai', 'obligasi', 'tersaji', 'lengkap', 'dan', 'akurat']","['investasi', 'ajaib', 'bikin', 'disiplin', 'paham', 'pasar', 'data', 'saham', 'reksadana', 'obligasi', 'tersaji', 'lengkap', 'akurat']",investasi ajaib bikin disiplin paham pasar data saham reksadana obligasi saji lengkap akurat
11/1/2025 3:58,Johnny Dixon,5,investasi di ajaib mudah dan aman sekali..,investasi di ajaib mudah dan aman sekali,investasi di ajaib mudah dan aman sekali,"['investasi', 'di', 'ajaib', 'mudah', 'dan', 'aman', 'sekali']","['investasi', 'ajaib', 'mudah', 'aman']",investasi ajaib mudah aman
11/1/2025 3:48,Arif Hidayat,1,"kenapa saldo saya bisa terpotong walau tidak bertransaksi, diketerangan bahwa bertransaksi saham tapi tidak masuk portofolio, lalu kemana uang nya, otomatis dari sistem atau gimana, soal nya saya tidak pernah bertransaksi",kenapa saldo saya bisa terpotong walau tidak bertransaksi diketerangan bahwa bertransaksi saham tapi tidak masuk portofolio lalu kemana uang nya otomatis dari sistem atau gimana soal nya saya tidak pernah bertransaksi,kenapa saldo saya bisa terpotong walau tidak bertransaksi diketerangan bahwa bertransaksi saham tapi tidak masuk portofolio lalu kemana uang ya otomatis dari sistem atau bagaimana soal ya saya tidak pernah bertransaksi,"['kenapa', 'saldo', 'saya', 'bisa', 'terpotong', 'walau', 'tidak', 'bertransaksi', 'diketerangan', 'bahwa', 'bertransaksi', 'saham', 'tapi', 'tidak', 'masuk', 'portofolio', 'lalu', 'kemana', 'uang', 'ya', 'otomatis', 'dari', 'sistem', 'atau', 'bagaimana', 'soal', 'ya', 'saya', 'tidak', 'pernah', 'bertransaksi']","['saldo', 'terpotong', 'bertransaksi', 'diketerangan', 'bertransaksi', 'saham', 'masuk', 'portofolio', 'kemana', 'uang', 'ya', 'otomatis', 'sistem', 'ya', 'bertransaksi']",saldo potong transaksi terang transaksi saham masuk portofolio mana uang ya otomatis sistem ya transaksi
